flow_id_count,length_total_sum,length_total_std,timestamps_min,header_length_std,payload_length_std,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min
0.1388952096850913,0.1558113263093269,0.1268582225619415,0.0,0.0,0.1567446621088883,0.6556666894684408,0.3465433580560513,0.1539568821680028,0.1029026609630279,0.0,0.0
0.936357470661308,0.9066187737438728,0.2756964592480022,7.175550362435277e-08,0.0,0.9134386539815867,0.415948677473736,0.439630024733758,0.906657601246228,0.8231968918775979,0.25,0.2037950470905062
0.775724537621037,0.7124777194966523,0.2055062062290844,1.294333078237517e-05,0.0,0.8915823529492225,0.7614329691124547,0.4660618753904705,0.7117198811045958,0.8486108408028522,0.0,0.3230075074711545
0.1388952096850913,0.1312243463454922,0.0819829235402171,1.7927451284981565e-05,0.0,0.3360838191746388,0.6982681156083246,0.4407999966098138,0.1293214670481834,0.8488781035835169,0.0,0.4075900941810124
0.7627920873744283,0.8147771682065414,0.2780895921845233,1.8098253071806795e-05,0.0,0.9312240516529666,0.4736790697027578,0.3901465899138097,0.8149136064937447,0.8911295234759121,0.25,0.4731974454383394
0.1388952096850913,0.1558113263093269,0.1268582225619415,1.876586548792113e-05,0.0,0.0,0.5644307114903313,0.5717907545294046,0.81574511650733,0.8913592730221656,0.396240625180289,0.5268025545616607
0.4979341182508544,0.5760973480271158,0.2718936245792067,1.884916898868998e-05,0.0,0.9244747122849414,0.42586451771974,0.4326477199782265,0.8350090712214202,0.8969789165416105,0.5,0.5721250285404937
0.7235681175637377,0.6111965699124507,0.2503453038053936,3.619332304183658e-05,0.0,0.8926327016481089,0.781288194648992,0.3333499622048485,0.6102392125763988,0.9039710096560358,0.0,0.6113851412715186
0.1388952096850913,0.1996280131352762,0.1871513639716123,4.278930212878053e-05,0.0,0.0,0.7169230562283899,0.3912815311646802,0.1978598857381911,0.9042610079860476,0.0,0.646015014942309
0.3899281505596642,0.4097598440811816,1.0,4.905354772510349e-05,0.0,0.9075611049236084,0.7134875620714981,0.2458559819787967,0.4084056661819277,0.905702036927653,0.0,0.6769924925288455
0.1388952096850913,0.153147892592895,0.0819829235402171,0.0001579512101481,0.0,0.0,0.9035983750232408,0.1874722667953975,0.1512882016165509,0.9059024218845264,0.0,0.705015029626574
0.4402873977613434,0.5378675979484686,0.2737060911150237,0.0001580449759369,0.0,0.9105150437014862,0.4337484033183266,0.4261394643317979,0.543449959013308,0.909663026578451,0.25,0.7305976016521669
0.2777904193701827,0.2263718944860608,0.0910463696468833,0.0002329776346132,0.0,0.6202820039504272,0.8787110706007716,0.2510160117592538,0.2246564512359009,0.8233407207240271,0.0,0.705015029626574
0.1388952096850913,0.1558113263093269,0.1268582225619415,0.0003193784167871,0.0,0.3693712557947179,0.888191917947874,0.1324437528859041,0.1539568821680028,0.4918242731819515,0.0,0.4075900941810124
0.5791826074464347,0.5974645088792901,0.2623743543991417,0.0003194802513688,0.0,0.8831242177337513,0.4392392513262237,0.4232298124940722,0.6008399314252563,0.5970218614653364,0.25,0.4731974454383394
0.1388952096850913,0.153147892592895,0.0819829235402171,0.0003896077341478,0.0,0.6624236138848272,0.8742987378541447,0.2755315349537379,0.1512882016165509,0.5411500585145089,0.0,0.4075900941810124
0.4613998992981761,0.5400368786686498,0.2718432157676921,0.000389689779213,0.0,0.7069429190517145,0.4248632793741257,0.4323959833589254,0.5455160494268761,0.5977749337365978,0.25,0.4731974454383394
0.2777904193701827,0.2263718944860608,0.0910463696468833,0.0004763308238831,0.0,0.2045819818469491,0.8883767978426382,0.2449890801236948,0.2246564512359009,0.5977749337365978,0.0,0.4731974454383394
0.1388952096850913,0.1558113263093269,0.1268582225619415,0.000581255925938,0.0,0.7021321769974016,0.9011243137525544,0.1233373205022413,0.1539568821680028,0.493563011853033,0.0,0.4075900941810124
0.6677185699298468,0.7652009758320626,0.2808188189434524,0.0005813269165102,0.0,0.8663658296361496,0.4152083799222513,0.4401513101705945,0.7657674016724625,0.7113440538473399,0.25,0.4731974454383394
0.1388952096850913,0.153147892592895,0.0819829235402171,0.0006214379962841,0.0,0.387802504173706,0.8371053041066492,0.361976246959172,0.1512882016165509,0.6914689249058404,0.0,0.4075900941810124
0.4613998992981761,0.5400368786686498,0.2718432157676921,0.0006215157478632,0.0,0.925817142683954,0.4212826462664658,0.4349173099389399,0.5455160494268761,0.7113440538473399,0.25,0.4731974454383394
0.2777904193701827,0.2263718944860608,0.0910463696468833,0.0007203535008848,0.0,0.944602324965648,0.8971452586915593,0.2388147101898119,0.2246564512359009,0.7113440538473399,0.0,0.4731974454383394
0.416685629055274,0.4167265843951134,0.2314851076643946,0.0009981954005069,0.0,0.8969461058888918,0.9659562954154248,0.0776854500964414,0.4153861306358029,0.3530764348027712,0.0,0.0
0.9227997985963524,0.8969734645501206,0.2753109057298152,0.0010009923352854,0.0,0.9165602244372228,0.6598049680298246,0.3616436229358145,0.8965790738122015,0.8166694732919145,0.0,0.2037950470905062
0.833371258110548,0.7562615853291965,0.2037140245449947,0.0010030529618699,0.0,0.8998953450766871,0.6394654502887448,0.5484813018659608,0.9348683176546908,0.8525262740015256,0.25,0.3230075074711545
0.1388952096850913,0.1312243463454922,0.0819829235402171,0.0010082108451842,0.0,0.0,0.700549485388933,0.4549217035375068,0.1293214670481834,0.8527853119566111,0.0,0.4075900941810124
0.7878727072961568,0.8161061039057328,0.2751108439822175,0.0010083033278622,0.0,0.9324978042866512,0.432845832400089,0.4188995851142987,0.8162381599220226,0.8942878699895348,0.25,0.4731974454383394
0.1388952096850913,0.1996280131352762,0.1871513639716123,0.0010337980731051,0.0,0.1007785857453412,0.806934410903802,0.401507547807148,0.1978598857381911,0.894601171487669,0.0,0.5268025545616607
0.7289119923919067,0.61293491358808,0.2497073612694292,0.0010383205451492,0.0,0.8373019399922317,0.6917969330866935,0.2611295824154418,0.6119809807046128,0.9018164585067228,0.0,0.5721250285404937
0.1388952096850913,0.153147892592895,0.0819829235402171,0.0010848773566711,0.0,0.7539061511331627,0.8470264868870188,0.3002927886282592,0.1512882016165509,0.9020231582295464,0.0,0.6113851412715186
0.4402873977613434,0.5378675979484686,0.2737060911150237,0.0010849378602801,0.0,0.9094694017034471,0.4045841087963025,0.4466756959854809,0.543449959013308,0.9059003576964264,0.25,0.646015014942309
0.359038908565763,0.3896426065639918,1.0,0.0010908951462942,0.0,0.745951923554229,0.7101426702456156,0.3697145702506997,0.3882487986842133,0.9071205271419114,0.0,0.6769924925288455
0.2777904193701827,0.2263718944860608,0.0910463696468833,0.0012096073972049,0.0,0.7601323130781663,0.9093434859642516,0.1762002449436423,0.2246564512359009,0.9074675551716204,0.0,0.705015029626574
0.1388952096850913,0.1558113263093269,0.1268582225619415,0.0013141081103647,0.0,0.0,0.9008544847323045,0.1235273223986547,0.1539568821680028,0.5215464615178563,0.0,0.4731974454383394
0.6100718494403359,0.692252440146708,0.2787579242155319,0.0013142875978246,0.0,0.677755219887582,0.476975620068841,0.3966574978549524,0.6935816964944508,0.665073736418889,0.25,0.5268025545616607
0.1388952096850913,0.153147892592895,0.0819829235402171,0.0013164909951601,0.0,0.994365367532381,0.6439251378255496,0.4718005903944357,0.1512882016165509,0.6357254403967055,0.0,0.4731974454383394
0.4804984800618622,0.5811317425852605,0.2766053765988355,0.0013165762233271,0.0,0.5754348510910657,0.4273875648768054,0.4306184909596522,0.5849476321394035,0.6749562094585462,0.25,0.5268025545616607
0.2777904193701827,0.2263718944860608,0.0910463696468833,0.0014539351584731,0.0,0.6854765124640637,0.9190565872787548,0.2381479013497793,0.2246564512359009,0.666940980086355,0.0,0.4731974454383394
