layers_0,layers_1,layers_2,layers_3,layers_4,layers_5,flags,sport,dport,applications,length_total,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min,header_length,payload_length
0,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.1879329163332341,0.7332577793081296,0.0,0.0,0.0,0.0,0.8,0.0006854009595613
0,0,0,0.0,0.0,0,0.6666666666666666,1.0,0.0,0,0.0,0.0941407918136909,0.7950588655312999,0.085002997056991,0.0724969900217656,0.1275639755045533,0.0923587649635346,0.8,0.0006854009595613
0,0,0,0.0,0.0,0,0.3333333333333333,0.0,1.0,0,0.0,0.2043972353532499,0.6982884600136597,0.1347265627842417,0.1149050105996544,0.2021841176176291,0.1463851790801213,0.0,0.0034270047978067
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0536451169188445,0.4314041614835573,0.4990479295583027,0.2045165614686682,0.1744272040918636,0.2551279510091066,0.1847175299270692,0.0,0.0568882796435915
0,0,0,0.0,0.0,0,0.3333333333333333,0.0,1.0,0,0.0,0.2841930712243044,0.6653013140413357,0.2257128636728288,0.1925050150232015,0.2961943786195456,0.2144504111779296,0.0,0.0034270047978067
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0137551581843191,0.3101393058356071,0.605480251147561,0.2492554096712698,0.2125838802565253,0.3297480931221824,0.2387439440436559,0.0,0.0171350239890335
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0137551581843191,0.0843885871889524,0.8164145501749004,0.268998084592527,0.2294219278115983,0.3581173545099433,0.2592838334155403,0.0,0.0171350239890335
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0137551581843191,0.1521422514492315,0.7569481883434414,0.2859987405604781,0.2439213740516606,0.3826919265136599,0.2770762948906038,0.0,0.0171350239890335
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0288858321870701,0.0799684778620612,0.8202940129823697,0.304732556898224,0.2598989906431859,0.4043682352352582,0.2927703581602426,0.0,0.0322138450993831
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0240715268225584,0.1443840036741575,0.7745639199272216,0.319931360768508,0.2728616810267732,0.4237583541240989,0.3068091761414642,0.0,0.0274160383824537
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0288858321870701,0.081079647976548,0.8269627892182683,0.3343922129633741,0.2851949903637903,0.4412988502595253,0.3195088317731422,0.0,0.0322138450993831
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0199449793672627,0.1463754677545846,0.7728160421574511,0.345751730107969,0.2948832464205931,0.4573120686267357,0.3311027090071906,0.0,0.0233036326250856
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0192572214580467,0.0780087384198667,0.8267561306240789,0.3560355995031132,0.3036541086576627,0.4720428015610264,0.3417680421895214,0.0,0.0226182316655243
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0,0.140867953074324,0.7710829398325456,0.362583421665368,0.309238587021914,0.4856813300144966,0.3516425983790748,0.0,0.0034270047978067
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.030261348005502,0.1573627562925418,0.7395699077540144,0.373165334114965,0.318263642935593,0.4983784962371748,0.3608355902580509,0.0,0.0335846470185058
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.7001375515818432,0.1970581408881349,0.7291963614944474,0.4490652201322456,0.3829968108209409,0.5102559020182132,0.3694350598541384,0.0,0.7011651816312543
0,0,0,0.0,0.0,0,0.3333333333333333,1.0,0.0,0,0.0,0.2940702885664797,0.7480673238029838,0.0,0.385649304151345,0.0,0.3775130198522214,0.0,0.0034270047978067
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.1987620357634112,0.1578000017528353,0.7391861440559938,0.2353789462232494,0.3998716361391329,0.1275639755045533,0.3851291231237772,0.0,0.2015078821110349
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0089408528198074,0.1742824478125027,0.8030382767938608,0.2555189021023635,0.4026167681901532,0.2021841176176291,0.3923333387962681,0.0,0.0123372172721041
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0,0.1377086430840649,0.7655433670015356,0.2699064843188785,0.4048203127831466,0.2551279510091066,0.3991679411049988,0.0,0.0034270047978067
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0123796423658872,0.074656573041922,0.8121598683498971,0.2863949716073301,0.4076172232710817,0.2961943786195456,0.4056690124956616,0.0,0.0157642220699108
0,0,0,0.0,0.0,0,0.5,1.0,0.0,0,0.0,0.1237405245050446,0.7807497967819753,0.2977230261381125,0.4097189225477159,0.3297480931221824,0.4118675967366768,0.0,0.0034270047978067
0,0,0,0.0,0.0,0,0.3333333333333333,0.0,1.0,0,0.0,0.1306103704939477,0.7630500703566242,0.3080925863228483,0.4117792199221739,0.3581173545099433,0.4177905954974565,0.0,0.0034270047978067
0,0,0,0.0,0.0,0,0.5,0.0,1.0,0,0.0,0.238890579616811,0.6680141757642611,0.3176532754029871,0.4137997151050317,0.3826919265136599,0.4234614739707251,0.0,0.0034270047978067
0,0,0,0.0,0.0,0,0.3333333333333333,1.0,0.0,0,0.0,0.0755905338330637,0.8113401451519151,0.3265222041901554,0.4157819168455876,0.4043682352352582,0.4289008223558592,0.0,0.0034270047978067
0,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.427038914727871,0.5028792403204785,0.3347927579105806,0.4177272496999893,0.4237583541240989,0.434126807153056,0.8,0.0006854009595613
0,0,0,0.0,0.0,0,0.6666666666666666,1.0,0.0,0,0.0,0.0908460865294005,0.7979505783073202,0.3425406015709424,0.4196370601813469,0.4412988502595253,0.439155537240364,0.8,0.0006854009595613
0,0,0,0.0,0.0,0,0.3333333333333333,0.0,1.0,0,0.0,0.138689825876633,0.75595885510748,0.3498278978004608,0.4215126223583385,0.4573120686267357,0.4440013633426095,0.0,0.0034270047978067
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0522696011004126,0.4898610773948451,0.4477411825198291,0.100352179121857,0.4256433515660193,0.0,0.4486771249263054,0.0,0.0555174777244688
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0137551581843191,0.1960953569318823,0.7419739735500928,0.157085275609219,0.4279991053856855,0.1275639755045533,0.4531943552215855,0.0,0.0171350239890335
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0137551581843191,0.1016203452383194,0.801290497913766,0.1957247363635841,0.430302966111232,0.2021841176176291,0.4575634526142317,0.0,0.0171350239890335
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0137551581843191,0.1426165918639969,0.7653087150509386,0.2250622870684437,0.4325571707795275,0.2551279510091066,0.461793824817673,0.0,0.0171350239890335
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0288858321870701,0.0803911216883945,0.8199230649166531,0.2544969511689781,0.435362568227246,0.2961943786195456,0.4658940108532636,0.0,0.0322138450993831
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0240715268225584,0.1426093389590346,0.776121516187604,0.2767273192388447,0.4379094452062497,0.3297480931221824,0.4698717848157561,0.0,0.0274160383824537
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0288858321870701,0.0818311900306634,0.8263031721745333,0.2968179784707566,0.440576661465883,0.3581173545099433,0.4737342445934699,0.0,0.0322138450993831
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0206327372764786,0.1461256972971766,0.7730352618934935,0.3121671605356226,0.4428748970782583,0.3826919265136599,0.4774878880873118,0.0,0.023989033584647
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0199449793672627,0.0782675728606172,0.827025952686414,0.3256636237707491,0.4450989931329734,0.4043682352352582,0.4811386789846185,0.0,0.0233036326250856
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0,0.1398135897310815,0.772510951545744,0.3339903554689382,0.4465721308377835,0.4237583541240989,0.4846921037598027,0.0,0.0034270047978067
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.030261348005502,0.1552934591561169,0.7413860984146219,0.3472058981623554,0.449077425418934,0.4412988502595253,0.4881532212696426,0.0,0.0335846470185058
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.7001375515818432,0.1975609733463621,0.7287550330847149,0.4357706190137466,0.4720251412939487,0.4573120686267357,0.4915267060685335,0.0,0.7011651816312543
0,0,0,0.0,0.0,0,0.3333333333333333,1.0,0.0,0,0.0,0.2786328454435114,0.7616165331118181,0.4392318102525752,0.4731657310923662,0.4720428015610264,0.4948168863744352,0.0,0.0034270047978067
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.1987620357634112,0.1562556187185216,0.7405416255834881,0.4576310001288823,0.4795643396465112,0.4856813300144966,0.4980277774591962,0.0,0.2015078821110349
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0089408528198074,0.2096046799991681,0.7720364902065266,0.4611536654556218,0.4808546215787456,0.4983784962371748,0.5011631111094429,0.0,0.0123372172721041
0,0,0,0.6666666666666666,0.0,0,1.0,0.0,1.0,0,0.0,0.1359444920557833,0.7670917355586976,0.4639751105104802,0.4819033373968224,0.5102559020182132,0.5042263617002115,0.0,0.0034270047978067
0,0,0,1.0,0.0,0,1.0,1.0,0.0,0,0.0123796423658872,0.0786533626454458,0.8086519468327033,0.4675485442779252,0.4832511342968082,0.5214130097570301,0.5072207693381723,0.0,0.0157642220699108
0,0,0,0.0,0.0,0,0.5,1.0,0.0,0,0.0,0.1229449088976423,0.7814480965138804,0.4702281862657645,0.4842762099439396,0.5319322107398116,0.5101493604609911,0.0,0.0034270047978067
0,0,0,0.0,0.0,0,0.3333333333333333,0.0,1.0,0,0.0,0.131349433648166,0.7624014058537538,0.4728505257210735,0.4852913364630888,0.5418825212700356,0.5130149662211646,0.0,0.0034270047978067
0,0,0,0.0,0.0,0,0.5,0.0,1.0,0,0.0,0.2471029451718906,0.6608063072759308,0.4754179621811056,0.4862967051267975,0.5513223296286522,0.5158202389342598,0.0,0.0034270047978067
0,0,0,0.0,0.0,0,0.3333333333333333,1.0,0.0,0,0.0,0.0617852007293519,0.8234568762912882,0.4779327475483893,0.4872925017442444,0.5603014721275725,0.5185676668310806,0.0,0.0034270047978067
