length_total_lstm,length_total_vae,direction,timesteps_lstm,timesteps_vae,time_diff_lstm,time_diff_vae,header_length_lstm,header_length_vae,payload_length_all_vae,flow_id
74.84286373964291,70.73278837463356,0.0,15.671914827634486,22.86109425624193,15.671914827634486,22.86109425624193,34.0,34.0,36.74238688925541,0
82.55029884976656,72.70238024704862,1.0,15.798441557121745,22.8797361754031,0.12652672948725854,0.01864191916116933,34.0,34.0,39.70685629364263,0
101.08527455270517,90.52742301094726,1.0,31.29626935736362,29.04996298324821,15.497827800241877,6.170226807845112,34.0,34.0,55.699181010667715,0
256.0353182761626,200.52151117077165,1.0,1.704943760272332,0.00101346288524826,1.704943760272332,0.00101346288524826,34.0,34.0,177.47695329718852,1
86.44813878074395,75.66957165782321,1.0,4.024398491246234,3.957718608387637,2.3194547309739018,3.9567051455023887,34.0,34.0,42.02852682724309,1
112.171211156386,94.47672934725479,1.0,4.150061928503729,4.014668395377066,0.12566343725749538,0.056949786989428645,34.0,34.0,62.59541428355289,1
73.34440425777413,74.02770896720689,0.0,6.088371539641733,4.019436704618205,1.9383096111380036,0.004768309241140049,34.0,34.0,40.66705097359112,1
96.33537062099828,87.24882985320684,1.0,6.156494763912538,4.024958984652484,0.0681232242708053,0.005522280034278503,34.0,34.0,54.85627842795509,1
71.49838232656467,67.6654482418384,0.0,48.651033914559385,6.244949223721958,42.494539150646844,2.219990239069474,34.0,34.0,34.20464295678235,1
99.44281657089766,101.50695315210831,1.0,1.4856737227033765,0.005069136620140548,1.4856737227033765,0.005069136620140548,34.0,34.0,70.47985291157701,2
81.97751035564242,84.17304977190352,0.0,19.214188584912687,19.681836022074883,19.214188584912687,19.681836022074883,34.0,34.0,48.65313605728688,3
74.29853653701184,68.74059804196212,0.0,1.2359264109699406,0.0163500477111659,1.2359264109699406,0.0163500477111659,34.0,34.0,35.43013791263182,4
98.62654512579867,80.67543524634418,1.0,3.1819574280296044,0.9826657412890294,1.9460310170596635,0.9663156935778635,34.0,34.0,47.36516808776495,4
81.2873960483421,77.58463637989631,1.0,3.7434340578551373,0.999190878868238,0.5614766298255327,0.01652513757920855,34.0,34.0,44.95619519140829,4
1159.483604326313,1326.8587323454708,0.0,3.376229219255223,0.0601410115752672,3.376229219255223,0.0601410115752672,34.0,34.0,1292.3514833766897,5
1153.8535453569734,1334.748876807329,0.0,2.4767026057235224,0.03615520883138704,2.4767026057235224,0.03615520883138704,34.0,34.0,1300.77510992089,6
624.6739624537217,562.0365798772734,1.0,2.4771578755054784,0.03673761440813618,0.00045526978195606425,0.0005824055767491428,34.0,34.0,552.4573748294405,6
1295.2114796071492,1260.2439787636272,1.0,2.701490698348365,0.040581603079880645,0.22433282284288653,0.003843988671744463,34.0,34.0,1218.9613347373179,6
81.9205335867597,83.71864284185052,0.0,17.99574255652917,15.334349319839484,17.99574255652917,15.334349319839484,34.0,34.0,48.53671695389247,7
282.42121638901966,210.91105333536885,0.0,46.88472294089078,6.255171299790649,46.88472294089078,6.255171299790649,34.0,34.0,160.30583749273802,8
270.3632149378232,252.02280916253332,1.0,46.89292083785882,6.255611505243905,0.00819789696803474,0.00044020545325630596,34.0,34.0,229.67481541321507,8
861.280279086505,532.6440338703695,1.0,46.98964042278893,6.25579905794026,0.09671958493011236,0.00018755269635491078,34.0,34.0,512.7659324721608,8
84.44744592731882,86.13079795734556,0.0,14.385559512467017,5.0396354953954905,14.385559512467017,5.0396354953954905,34.0,34.0,51.93173273523923,9
76.76172885270702,67.508437502787,1.0,14.426567583571464,5.046191283872637,0.041008071104447104,0.006555788477146514,34.0,34.0,33.956659464158946,9
81.3897106177913,71.45217431068956,1.0,34.075873339113066,8.870470039122647,19.649305755541604,3.82427875525001,34.0,34.0,37.890628644815415,9
1172.2112568939972,1324.0256290641476,0.0,1.9773193029878193,0.014786511507027894,1.9773193029878193,0.014786511507027894,34.0,34.0,1296.7420727473998,10
88.45383548687815,67.71736641098094,1.0,1.9782334550596195,0.015374085806496603,0.0009141520718001456,0.0005875742994687097,34.0,34.0,33.680768113971475,10
84.55513527016687,71.46251336358232,1.0,1.9800723483295066,0.015619930232916737,0.001838893269887119,0.0002458444264201333,34.0,34.0,37.48421889008219,10
1103.299559947355,1188.803925353872,1.0,2.269952382293797,0.02165741614020946,0.2898800339642903,0.006037485907292722,34.0,34.0,1147.8130231801522,10
1220.612406321009,1183.0095127746645,0.0,2.2702438818317128,0.021686206533397406,0.00029149953791588693,2.8790393187944914e-05,34.0,34.0,1155.9118455263915,10
1301.8758673928362,1134.3589730122194,0.0,2.271024832034559,0.021702151166554884,0.0007809502028462197,1.594463315747889e-05,34.0,34.0,1113.773023484611,10
1267.2998467430712,1234.5538322743037,0.0,2.2723111925466286,0.021802251946734907,0.0012863605120692569,0.00010010078018002399,34.0,34.0,1200.542745571012,10
80.49500528022995,104.09479019160021,1.0,2.274739967985982,0.021921602094682743,0.0024287754393534067,0.00011935014794783584,34.0,34.0,71.71711911985831,10
1059.7714977646606,1231.2262030731827,0.0,2.2797728213688293,0.02195099379055188,0.005032853382847485,2.939169586913794e-05,34.0,34.0,1200.4856724687586,10
68.12027672081659,67.40160122369116,1.0,2.2837873923695553,0.02215511634547679,0.0040145710007261455,0.00020412255492490924,34.0,34.0,33.48636361306125,10
67.96400732559508,63.57619464012351,1.0,2.303686827005838,0.0240839187823411,0.019899434636282666,0.001928802436864313,34.0,34.0,29.588428177396978,10
171.8002185030091,170.90341472780986,1.0,3.4787285470781164,0.08449210234391137,1.1750417200722787,0.060408183561570274,34.0,34.0,135.25382341773312,10
69.01875313566376,64.94844170032962,1.0,3.4827479034879256,0.08824693417441562,0.004019356409809314,0.0037548318305042493,34.0,34.0,30.86852688235336,10
