length_total_lstm,length_total_vae,direction,timesteps_lstm,timesteps_vae,time_diff_lstm,time_diff_vae,header_length_lstm,header_length_vae,payload_length_all_vae
150.41038865133268,146.00695113480867,0.0,163.26931536609257,29.200978724401722,163.26931536609257,29.200978724401722,42.00000000000001,42.00000000000001,103.80141268096362
162.72888775120472,160.99673851794196,1.0,163.51482599814827,29.218741866653748,0.2455106320557022,0.01776314225202679,42.00000000000001,42.00000000000001,119.16164131505677
146.8754589856408,145.09908810295707,0.0,345.3655082546486,218.12765493138895,181.85068225650036,188.9089130647352,42.00000000000001,42.00000000000001,102.92284774437405
161.4336823960736,161.54264958795508,1.0,345.4847754027663,218.15084542415613,0.11926714811769643,0.023190492767189576,42.00000000000001,42.00000000000001,119.47388438167924
146.45205859059442,145.45951830123826,0.0,367.47190539506306,220.30282337492147,21.987129992296786,2.1519779507653505,42.00000000000001,42.00000000000001,103.39595557649196
161.93862699991553,163.58705862099478,1.0,367.58412643674745,220.34151754865476,0.11222104168437931,0.03869417373329743,42.00000000000001,42.00000000000001,121.03312121355788
146.43210063527042,145.66251845409383,0.0,380.92819449703967,222.45528706112265,13.344068060292239,2.113769512467883,42.00000000000001,42.00000000000001,103.5460359540414
162.62360168604786,163.59147219970492,1.0,381.0928453676198,222.4923389176714,0.16465087058017294,0.03705185654874811,42.00000000000001,42.00000000000001,121.02093775781886
146.11562594088238,145.60821715685208,0.0,386.6074910301453,224.10792365316095,5.5146456625254885,1.615584735489563,42.00000000000001,42.00000000000001,103.53305411974031
163.00613578758237,163.62971719042636,1.0,386.73734685744,224.14487016176008,0.12985582729471362,0.03694650859911568,42.00000000000001,42.00000000000001,121.02871128599139
145.66077605392937,145.7800906578437,0.0,389.3812895551756,225.4313843379766,2.6439426977356235,1.2865141762165182,42.00000000000001,42.00000000000001,103.6823473570681
163.98443753831148,163.60423153588366,1.0,389.43870201916303,225.46880269879375,0.05741246398739602,0.03741836081715989,42.00000000000001,42.00000000000001,121.02682036251142
145.60301820066218,145.941098190936,0.0,391.5068123177978,226.37912106372374,2.0681102986347786,0.9103183649299972,42.00000000000001,42.00000000000001,103.83774456826983
163.32642111456883,163.56947577002444,1.0,391.5437022335685,226.41320661874084,0.03688991577070652,0.03408555501710359,42.00000000000001,42.00000000000001,120.99034293359475
145.6815359576116,146.02075725211284,0.0,393.40053073606435,227.64803097445477,1.8568285024958215,1.2348243557139287,42.00000000000001,42.00000000000001,103.86120545506273
163.3206148208324,163.65816235083153,1.0,393.44013417749835,227.69119525326298,0.03960344143400915,0.043164278808204476,42.00000000000001,42.00000000000001,121.0820117525602
145.6710760044052,145.7551083283969,0.0,395.2830207640201,229.26245456838856,1.8428865865217225,1.5712593151255967,42.00000000000001,42.00000000000001,103.64325512582099
163.271681334931,163.50547722471728,1.0,395.31942131232137,229.29399196795342,0.03640054830128209,0.03153739956486355,42.00000000000001,42.00000000000001,120.95169871788039
145.67706019477242,145.51237196827512,0.0,397.24451541446524,232.12854534935818,1.9250941021438588,2.834553381404759,42.00000000000001,42.00000000000001,103.4088660196468
163.25261614054676,163.63076332076307,1.0,397.28308747629484,232.16807245919915,0.038572061829586196,0.03952710984096154,42.00000000000001,42.00000000000001,121.0494358784338
145.6799584725622,145.53762965065184,0.0,399.1525791415255,233.99382381753236,1.8694916652306857,1.8257513583332092,42.00000000000001,42.00000000000001,103.46913756559937
163.2442876515334,163.6046901633154,1.0,399.19032914680554,234.0293677746615,0.03775000528003093,0.035543957129137355,42.00000000000001,42.00000000000001,121.01120979937448
145.69297089111788,145.74870728614968,0.0,401.0185926874957,235.13302164772824,1.8282635406901657,1.1036538730667396,42.00000000000001,42.00000000000001,103.67551983434836
163.31578272652754,163.593041062709,1.0,401.05692644369327,235.16754797238886,0.03833375619758484,0.0345263246606094,42.00000000000001,42.00000000000001,120.99963620572342
145.68978369038408,145.83277112098293,0.0,402.9279086324708,236.43573766287648,1.8709821887775149,1.268189690487608,42.00000000000001,42.00000000000001,103.72230256019238
163.30027098114786,163.68091181223699,1.0,402.9677738936657,236.4772971099191,0.03986526119489851,0.041559447042632286,42.00000000000001,42.00000000000001,121.07584172686296
145.677195472623,145.5682223228619,0.0,404.8575181277461,238.7228154927377,1.8897442340803978,2.245518382818602,42.00000000000001,42.00000000000001,103.47159998491011
163.27580335241967,163.59676309491616,1.0,404.89537449041194,238.76056842302452,0.03785636266582274,0.03775293028681955,42.00000000000001,42.00000000000001,121.02784129220856
145.66713724321804,145.67250059601832,0.0,406.75912044328464,240.61947641748213,1.863745952872686,1.8589079944576132,42.00000000000001,42.00000000000001,103.56607776523323
163.24158457803415,163.61853087519057,1.0,406.79718221520346,240.65653905977905,0.03806177191883087,0.03706264229691992,42.00000000000001,42.00000000000001,121.02714078208787
145.67823586673234,145.64128452486202,0.0,408.6587833955023,242.41105396681277,1.861601180298867,1.7545149070337134,42.00000000000001,42.00000000000001,103.54908807295492
163.25244079435248,163.63075323930542,1.0,408.6970633087488,242.44964748756752,0.03827991324648,0.03859352075473553,42.00000000000001,42.00000000000001,121.04220571076047
145.6821227806745,145.54984203893264,0.0,410.5993858755112,244.75167526739136,1.9023225667623738,2.302027779823845,42.00000000000001,42.00000000000001,103.45581379067373
163.2431147595954,163.52360202434645,1.0,410.63634477664027,244.7861976025142,0.03695890112908223,0.03452233512283342,42.00000000000001,42.00000000000001,120.98391199208335
145.67374394562836,145.54341109621177,0.0,412.55681138909546,247.41170702218685,1.9204666124552074,2.6255094196726514,42.00000000000001,42.00000000000001,103.43862149328406
163.2302933980855,163.49891771235866,1.0,412.5936855910335,247.44583151776635,0.03687420193804473,0.03412449557950232,42.00000000000001,42.00000000000001,120.97475564859566
145.66437189562532,145.63659133400273,0.0,414.45463221849354,249.3725513264719,1.8609466274600817,1.9267198087055433,42.00000000000001,42.00000000000001,103.53636722155731
163.25024833096168,163.51704553280277,1.0,414.4913564128876,249.4056684540224,0.036724194394055186,0.03311712755048985,42.00000000000001,42.00000000000001,120.96956321809144
145.67146803574425,145.82512616476848,0.0,416.3636595405035,251.12881163245152,1.8723031276158635,1.723143178429116,42.00000000000001,42.00000000000001,103.68433405933325
