length_total_lstm,length_total_vae,direction,flags,timesteps_lstm,timesteps_vae,time_diff_lstm,time_diff_vae,header_length_lstm,header_length_vae,payload_length_all_vae,flow_id
96.55631053799068,1513.999683584119,0.0,16.0,0.010731633548877963,6.79492950439454e-05,0.010731633548877963,6.79492950439454e-05,54.0019857833918,57.183021202958784,2.042542258035728,0
108.76422429561138,60.00000000056512,1.0,24.0,0.013097000949570142,0.00013591819241913746,0.0023653674006921784,6.796889737519207e-05,54.01404169849889,57.26031414058964,1427.8753168506698,0
60.151651030946475,1513.9999885106781,0.0,16.0,0.015612670580512416,0.00020386748746308286,0.002515669630942274,6.79492950439454e-05,54.00067404705661,57.27392915752928,2.0,0
265.20881508072677,1513.999369788177,1.0,24.0,0.016214467175292634,0.0007105337962816773,0.0006017965947802165,0.0005066663088185944,54.00062398233775,57.247059880486944,2.000000168551615,0
1499.4805847083192,60.00002713605972,1.0,16.0,0.016971866922622127,254.24092388537596,0.0007573997473294909,254.24021335157968,54.000435618794924,57.25068584241707,2.0,0
1022.4732042825345,60.0,1.0,24.0,0.017215513164088224,254.5539784544734,0.0002436462414660964,0.3130545690974443,54.00131805652328,57.26947417968181,2.000002146991955,0
60.257115209544516,60.00085225365381,1.0,17.0,0.017368278786035213,254.55404640376867,0.0001527656219469899,6.794929527417559e-05,54.00143546195835,57.28698263126439,2.0000985192959466,0
60.11180601047153,1513.9999718900108,0.0,16.0,0.01787310768502735,254.5541143530637,0.0005048288989921362,6.79492950439454e-05,54.01377263249116,57.27636639544519,2.0,0
60.21165422287214,1513.9999535347317,0.0,17.0,0.018726410383377818,254.55418230235875,0.0008533026983504679,6.79492950439454e-05,54.040163839536746,57.27407272566896,2.0,0
60.50026702854675,60.011276031505595,1.0,16.0,0.01975773393239209,254.55425025165383,0.0010313235490142733,6.794929506325228e-05,54.02314413191789,57.27043524564216,2.000076512625633,0
61.30814334654212,1513.9999999999861,0.0,2.0,0.03634297925400311,254.55431820094887,0.016585245321611014,6.79492950439454e-05,57.96573607942789,57.53957968487243,1459.9232615668818,0
60.24848216969261,60.00000000027014,1.0,18.0,0.036734303985515075,254.55438615526387,0.0003913247315119706,6.795431500000224e-05,56.99209116955444,57.26500097235746,1431.8214304838248,0
60.090219837816264,1513.9999982791219,1.0,24.0,0.0372022464511392,254.5544541045589,0.00046794246562411934,6.79492950439454e-05,54.06075469038382,57.26936896409686,2.0,0
113.28689622404247,1513.9996728542992,1.0,24.0,0.03901692086371918,254.555533948835,0.0018146744125799895,0.0010798442760855138,54.013171605139505,57.23788423151062,2.0000001286578444,0
109.13767612747546,60.00000000323614,1.0,24.0,0.04078371035955074,254.56134142458183,0.001766789495831554,0.005807475746812785,54.03036289812445,57.31120781094484,2.0000009247892647,0
60.02112895961734,60.000053425163884,1.0,17.0,0.04102285006081033,254.5614093738778,0.00023913970125959437,6.794929598706508e-05,54.01345848926614,57.28497578099682,2.0036834439999702,0
60.02056651697352,1513.9921110152798,0.0,17.0,0.0416879618001179,254.56147732317285,0.0006651117393075715,6.79492950439454e-05,54.21485148519836,57.27406732796233,2.0,0
60.35977758029558,1513.999992988449,0.0,16.0,0.04260139433595611,254.5615452724679,0.0009134325358382134,6.79492950439454e-05,54.330452239301614,57.27833868184946,2.0,0
60.17220385755145,60.06477098003691,1.0,16.0,0.04452472661631164,254.56161322176294,0.001923332280355532,6.794929504982063e-05,54.1530948791647,57.266926568813126,2.000017404006616,0
60.39545782009084,1513.9966047547446,0.0,2.0,0.26282842620644425,254.56168117105798,0.21830369959013263,6.79492950439454e-05,57.99483649148592,57.235467173386,1459.9999998878843,0
60.977488079591375,60.00000000068977,1.0,18.0,0.2643014370846466,254.56174916158682,0.001473010878202356,6.799052883772551e-05,57.49080991082272,57.257966953878515,1427.1272676919432,0
60.06872763542933,1513.995318775306,0.0,16.0,0.2653475103269266,254.56181711088186,0.0010460732422800066,6.79492950439454e-05,54.126000555764726,57.26559099937516,2.0,0
1482.8189481877055,60.0,1.0,16.0,0.0021909205536815445,254.65326976460736,0.0021909205536815445,254.65326976460736,54.00181471529929,57.197989471821835,2.0,1
754.0310314118605,60.000000000129056,1.0,24.0,0.003581818540067847,254.65333775415115,0.0013908979863863026,6.798954378729231e-05,54.039410401241405,57.25985146364054,1437.9438594424341,1
60.309242697377414,1513.9999656799625,0.0,16.0,0.0043089172445682855,254.6534057034462,0.0007270987045004388,6.79492950439454e-05,54.00050029222789,57.26350974637981,2.0,1
380.5239493900587,1513.9997362235945,1.0,24.0,0.004743612375568098,254.65497217432383,0.0004346951309998125,0.0015664708776227114,54.00049507870139,57.24871830716506,2.000000399856883,1
60.312241696913375,60.004635720043154,1.0,17.0,0.005447820528735672,254.6550401236189,0.0007042081531675745,6.79492950696756e-05,54.000503011535805,57.26713190420127,2.00038119645562,1
97.69645774594063,60.000033688453996,1.0,24.0,0.007644862998245876,257.03708306781436,0.002197042469510204,2.3820429441954833,54.05159121087054,57.29499055406374,2.0000000034328718,1
183.9058880430879,60.0,1.0,24.0,0.00828882744964409,265.87202482637167,0.0006439644513982133,8.834941758557319,54.10338672962189,57.268362102747254,2.000000136687329,1
61.066953605006226,60.00141249895052,0.0,17.0,0.008811345018595975,265.87209277566694,0.0005225175689518863,6.794929525184429e-05,54.04964376446625,57.28978042238852,2.0000335554643662,1
60.81327260089611,1513.999999775338,0.0,16.0,0.009233586005885128,265.872160724962,0.0004222409872891527,6.79492950439454e-05,54.013484255061826,57.27312995795874,2.0,1
60.32619353359236,1513.953334676479,0.0,17.0,0.010641604699980559,265.87222867425703,0.001408018694095431,6.794929504394553e-05,54.03938257873541,57.27032383693348,2.000000000000001,1
60.52678417988885,60.010550646025635,1.0,16.0,0.011618057219754408,265.8722966235521,0.0009764525197738498,6.794929506333983e-05,54.022537539253186,57.26991747737779,2.0000902949026544,1
63.146213308422546,60.000000000000306,0.0,2.0,0.024900208976569867,268.0767015108317,0.01328215175681546,2.204404887279618,57.91941595755542,57.29939931335718,2.0000000279414523,1
