layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5,applications,flow_id,day,week,day_week,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min,payload_layers,header_length,payload_length
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295299.004174,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18515,None,0,SNMP,10.0,monday,1,monday_1,0.0,0.0,146.0,146.0,1.0,1.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295299.036796,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18516,None,0,SNMP,10.0,monday,1,monday_1,0.0326220989227294,4475.4937548875605,310.0,310.0,2.0,2.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295299.271692,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18517,None,0,SNMP,10.0,monday,1,monday_1,0.2348959445953369,698.1814874774797,456.0,456.0,3.0,3.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295299.30429,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18518,None,0,SNMP,10.0,monday,1,monday_1,0.0325980186462402,4478.799818615334,620.0,620.0,4.0,4.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295301.266722,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18521,None,0,SNMP,10.0,monday,1,monday_1,1.962432026863098,83.569773503009,146.0,766.0,1.0,5.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295301.299304,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18522,None,0,SNMP,10.0,monday,1,monday_1,0.0325818061828613,4481.028435949597,310.0,930.0,2.0,6.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295303.261858,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18525,None,0,SNMP,10.0,monday,1,monday_1,1.962554097175598,83.56457548661713,146.0,1076.0,1.0,7.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295303.294492,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18526,None,0,SNMP,10.0,monday,1,monday_1,0.0326340198516845,4473.858895212489,310.0,1240.0,2.0,8.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295305.273925,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18528,None,0,SNMP,10.0,monday,1,monday_1,1.9794329404830933,82.85201112191997,146.0,1386.0,1.0,9.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295305.306487,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18529,None,0,SNMP,10.0,monday,1,monday_1,0.0325620174407959,4483.751667581914,310.0,1550.0,2.0,10.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295307.270584,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18824,None,0,SNMP,10.0,monday,1,monday_1,1.964097023010254,83.49893008271404,146.0,1696.0,1.0,11.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295307.303084,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18825,None,0,SNMP,10.0,monday,1,monday_1,0.0325000286102294,4492.303737666433,310.0,1860.0,2.0,12.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295309.263919,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18959,None,0,SNMP,10.0,monday,1,monday_1,1.9608349800109863,83.63783881450398,146.0,2006.0,1.0,13.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295309.296424,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18960,None,0,SNMP,10.0,monday,1,monday_1,0.0325050354003906,4491.611782654618,310.0,2170.0,2.0,14.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295311.270691,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18964,None,0,SNMP,10.0,monday,1,monday_1,1.9742670059204104,83.06880452755306,146.0,2316.0,1.0,15.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295311.3031448,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18965,None,0,SNMP,10.0,monday,1,monday_1,0.0324536561965942,4498.7227052501285,310.0,2480.0,2.0,16.0,4.0,42.0,122.0
Ether,147,IP,133,UDP,113.0,SNMP,105.0,None,0.0,920295313.266783,147,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18967,None,0,SNMP,10.0,monday,1,monday_1,1.9636383056640625,83.51843591915394,147.0,2627.0,1.0,17.0,4.0,42.0,105.0
Ether,165,IP,151,UDP,131.0,SNMP,123.0,None,0.0,920295313.299222,165,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18968,None,0,SNMP,10.0,monday,1,monday_1,0.032439112663269,4531.566616076056,312.0,2792.0,2.0,18.0,4.0,42.0,123.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295315.257985,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18971,None,0,SNMP,10.0,monday,1,monday_1,1.9587628841400144,84.23684221096646,146.0,2938.0,1.0,19.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295315.2913052,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18972,None,0,SNMP,10.0,monday,1,monday_1,0.0333203077316284,4381.712233150037,310.0,3102.0,2.0,20.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295317.260526,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18974,None,0,SNMP,10.0,monday,1,monday_1,1.9692206382751465,83.28167845308016,146.0,3248.0,1.0,21.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295317.292907,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18975,None,0,SNMP,10.0,monday,1,monday_1,0.0323810577392578,4508.80885904459,310.0,3412.0,2.0,22.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295328.9485508,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19215,None,0,SNMP,10.0,monday,1,monday_1,11.655643820762634,14.070436822019277,146.0,3558.0,1.0,23.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295328.981192,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19216,None,0,SNMP,10.0,monday,1,monday_1,0.0326411724090576,4472.8785525940975,310.0,3722.0,2.0,24.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295330.2617972,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19219,None,0,SNMP,10.0,monday,1,monday_1,1.2806053161621094,128.06443791089148,146.0,3868.0,1.0,25.0,4.0,42.0,104.0
Ether,164,IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295330.294393,164,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19220,None,0,SNMP,10.0,monday,1,monday_1,0.0325956344604492,4479.1274174200535,310.0,4032.0,2.0,26.0,4.0,42.0,122.0
Ether,146,IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295332.254281,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19247,None,0,SNMP,10.0,monday,1,monday_1,1.9598881006240845,83.67824670591025,146.0,4178.0,1.0,27.0,4.0,42.0,104.0
