flow_id_count,length_total_sum,length_total_std,timestamps_min,header_length_std,payload_length_std,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min
49,5812,178.91522856818378,920293240.703176,1.106566670344976,179.0278144125469,0.0,0.0,5812.0,5812.0,1.0,1.0
24,3136,210.1648766143354,920293241.254533,1.1293194051465594,210.28483099103357,0.5513570308685303,10541.263962562683,3136.0,8948.0,1.0,2.0
49,6330,206.00542807061615,920293242.0814712,1.1065666703449764,206.1203127625546,0.826938271522522,3792.3024099805375,6330.0,15278.0,1.0,3.0
49,4880,125.50114846210025,920293242.856378,1.1065666703449757,125.61113530625047,0.7749066352844238,8168.72602681563,11210.0,20158.0,2.0,4.0
148,66369,617.628052506422,920293246.012525,0.6508511970874268,617.6968455812288,3.156147003173828,1546.1890701202008,66369.0,86527.0,1.0,5.0
119,60198,647.3760063775809,920293246.48816,0.516361002954765,647.4229039872786,0.4756350517272949,139537.65551755976,126567.0,146725.0,2.0,6.0
119,63058,657.9335188062539,920293248.239549,0.516361002954765,657.9821402878335,1.7513890266418457,34371.57540916255,63058.0,209783.0,1.0,7.0
124,63259,651.4607606544206,920293249.320062,0.5059312508948672,651.5058980209199,1.0805128812789917,58359.32277397648,63259.0,273042.0,1.0,8.0
24,2325,103.90476931766185,920293250.2862848,1.1293194051465594,104.03426658168168,0.966222882270813,65470.401457817854,2325.0,275367.0,1.0,9.0
81,59717,708.6270621925224,920293251.217424,0.6245986365580066,708.7229026761995,0.9311392307281494,2496.9412986518178,59717.0,335084.0,1.0,10.0
171,68009,586.5393570820806,920293251.511442,0.7381677592978938,586.6211014648782,0.2940179109573364,203106.67403070303,127726.0,403093.0,2.0,11.0
22,2213,108.22800407381106,920293251.922084,1.176979772672999,108.37717727507278,0.4106420278549194,165616.26766568498,129939.0,405306.0,3.0,12.0
71,33375,630.8148318743591,920293252.1043369,0.9288577178232178,630.9640842820795,0.1822527647018432,12142.47698036494,33375.0,438681.0,1.0,13.0
123,63398,651.7868640030255,920293253.36064,0.5079666537134265,651.8328794705715,1.256303310394287,26566.036819186087,63398.0,502079.0,1.0,14.0
123,61764,647.632810392711,920293257.1093552,0.5079666537134265,647.6777760064954,3.7487152814865112,16911.927217598728,61764.0,563843.0,1.0,15.0
113,46670,597.5819055573533,920293259.8927052,0.5297710785817212,597.6243337939012,2.7833499908447266,22190.525878226,46670.0,610513.0,1.0,16.0
124,63265,651.4278498610672,920293263.091083,0.5059312508948672,651.472994338582,3.1983777284622192,14591.77244284994,63265.0,673778.0,1.0,17.0
183,65492,256.8281521831244,920293269.388406,0.2956885083818293,256.8538121232735,6.297322988510132,10046.33240432975,65492.0,739270.0,1.0,18.0
124,63331,651.0870348682361,920293272.3277428,0.5059312508948672,651.1322561417139,2.9393367767333984,22281.21680999884,63331.0,802601.0,1.0,19.0
122,63240,653.6799968439807,920293273.244494,0.5100268169587434,653.7265545125014,0.9167511463165284,69081.99706590123,63240.0,865841.0,1.0,20.0
26,4784,341.0482663788222,920293284.600108,1.0869859527788113,341.16632532895375,11.355614066123962,5569.051539771627,4784.0,870625.0,1.0,21.0
51,8745,323.4435563087431,920293310.8945608,1.0860975292934116,323.5556442128012,26.294452667236328,181.93951631330236,8745.0,604003.0,1.0,13.0
