flow_id_count,length_total_sum,length_total_std,timestamps_min,header_length_std,payload_length_std,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min
2,198,28.284271247461906,1564064034.930916,0.0,2.1213203435596424,0.0,0.0,198.0,198.0,1.0,1.0
107,62406,590.7388973946782,1564064034.949523,0.0,509.87389346120887,0.0186069011688232,10641.213074843356,62604.0,62604.0,2.0,2.0
48,14098,140.91931573102138,1564064038.286636,0.0,435.2053924290125,3.3371129035949707,18700.595935118617,14098.0,76702.0,1.0,3.0
2,164,11.31370849898476,1564064039.57883,0.0,7.7781745930520225,1.292194128036499,10910.125417008388,164.0,76866.0,1.0,4.0
45,30874,620.3219040518114,1564064039.623116,0.0,579.992827367701,0.0442860126495361,3703.200857070563,31038.0,107740.0,2.0,5.0
2,198,28.284271247461906,1564064039.796204,0.0,0.0,0.1730878353118896,178371.86503816204,31236.0,107938.0,3.0,6.0
12,4958,546.6045326847511,1564064039.817799,0.0,552.3146336513768,0.0215952396392822,9168.687326804818,36194.0,112896.0,4.0,7.0
37,6488,352.0379727163452,1564064044.314484,0.0,438.52976621417145,4.496684789657593,1102.5900706679363,6488.0,119384.0,1.0,8.0
2,277,96.873629022557,1564064046.024576,0.0,0.0,1.710092067718506,3793.9477777099273,277.0,119661.0,1.0,9.0
7,1386,0.0,1564064047.648661,0.0,488.6182656469255,1.6240849494934082,170.5575808004397,1386.0,121047.0,1.0,10.0
2,194,11.31370849898476,1564064075.881734,0.0,0.0,28.233072996139526,49.09136175823,194.0,121241.0,1.0,11.0
9,3699,567.2122618561767,1564064075.906044,0.0,499.1877847508335,0.0243101119995117,7980.218273116002,3893.0,124940.0,2.0,12.0
4,340,13.613718571108093,1564064095.333273,0.0,60.964470527239605,19.427228927612305,190.40286258955533,340.0,62676.0,1.0,11.0
2,198,28.284271247461906,1564064117.733749,0.0,9.899494936611664,22.40047597885132,15.17824890511255,198.0,4431.0,1.0,4.0
18,5840,450.0485231645743,1564064117.760149,0.0,409.3376125470901,0.026400089263916,7499.9746410186945,6038.0,10271.0,2.0,5.0
2,194,11.31370849898476,1564064135.9415731,0.0,82.73149339882606,18.181424140930176,321.20696127719407,194.0,6572.0,1.0,4.0
10,3761,546.0422144852904,1564064135.962846,0.0,114.2210332839116,0.0212728977203369,9119.585049033343,3955.0,10333.0,2.0,5.0
4,340,13.613718571108093,1564064158.425614,0.0,3.0,22.462768077850345,167.43261502613186,340.0,10333.0,1.0,5.0
2,198,28.284271247461906,1564064185.628759,0.0,110.3086578651014,27.203144788742065,12.49855495165794,198.0,4493.0,1.0,4.0
28,21116,655.8719225854837,1564064185.64716,0.0,362.53770466199416,0.0184011459350585,10760.19942990412,21314.0,25609.0,2.0,5.0
2,194,11.31370849898476,1564064196.046459,0.0,11.31370849898476,10.399298906326294,2030.5214986324052,194.0,21848.0,1.0,4.0
10,3761,546.0422144852904,1564064196.066618,0.0,557.7124806843676,0.0201590061187744,9623.490307854245,3955.0,25609.0,2.0,5.0
4,340,13.613718571108093,1564064221.69154,0.0,639.0221696728004,25.624922037124637,146.77117825182742,340.0,25609.0,1.0,5.0
8,1462,239.52080136329343,1564064293.725522,0.0,452.450155107878,72.03398203849792,4.719994513399107,1462.0,1462.0,1.0,1.0
100,57960,586.1065852666469,1564064294.450661,0.0,521.5362051021226,0.7251389026641846,2016.1654472385403,57960.0,59422.0,1.0,2.0
64,19718,135.85574968407565,1564064294.984906,0.0,462.22156784141714,0.5342450141906738,108489.54779260492,77678.0,79140.0,2.0,3.0
2,164,11.31370849898476,1564064296.3221474,0.0,0.0,1.3372414112091064,14745.2807209817,164.0,79304.0,1.0,4.0
51,31190,583.7172347944495,1564064296.34613,0.0,585.3698485640024,0.0239827632904052,6838.244534799336,31354.0,110494.0,2.0,5.0
2,277,96.873629022557,1564064302.955961,0.0,1.4142135623730951,6.609830856323242,4718.728917270604,277.0,110771.0,1.0,6.0
38,6575,347.4821004016944,1564064304.128465,0.0,293.701908081665,1.17250394821167,236.24653923126385,6575.0,117346.0,1.0,7.0
2,194,11.31370849898476,1564064316.198899,0.0,160.51323932934628,12.070434093475342,544.7194317190389,194.0,117540.0,1.0,8.0
9,3699,567.2122618561767,1564064316.214586,0.0,495.4204723711409,0.0156869888305664,12366.93683506596,3893.0,121239.0,2.0,9.0
6,1188,0.0,1564064317.75909,0.0,151.52480545002086,1.544503927230835,2394.9437322778417,1188.0,122427.0,1.0,10.0
4,340,13.613718571108093,1564064348.5367231,0.0,167.91937549510678,30.77763319015503,38.59945931060126,340.0,122767.0,1.0,11.0
2,198,28.284271247461906,1564064375.629838,0.0,0.0,27.093114852905277,12.54931379599348,198.0,5619.0,1.0,5.0
21,12074,628.8450903195856,1564064375.676372,0.0,92.450681833227,0.0465340614318847,4254.947750258738,12272.0,17693.0,2.0,6.0
2,194,11.31370849898476,1564064376.24763,0.0,916.4103884177656,0.5712580680847168,21135.806519951755,194.0,13994.0,1.0,5.0
11,5153,601.8046798814984,1564064376.269725,0.0,44.052448079739925,0.0220949649810791,8780.280944827511,5347.0,19147.0,2.0,6.0
4,340,13.613718571108093,1564064411.88175,0.0,97.76971241988322,35.612025022506714,144.69831459298695,340.0,17959.0,1.0,5.0
2,198,28.284271247461906,1564064417.716827,0.0,160.51323932934628,5.835076808929443,58.26829896732405,198.0,18157.0,1.0,6.0
21,9020,521.115209819059,1564064417.740834,0.0,457.6787758950178,0.0240070819854736,8247.56628564051,9218.0,27177.0,2.0,7.0
2,187,26.16295090390226,1564064429.519335,0.0,934.795164728616,11.77850103378296,765.8020298278144,187.0,27364.0,1.0,8.0
19,11096,602.6134747912629,1564064429.62625,0.0,505.8974770741019,0.10691499710083,1749.0530334452783,11283.0,38460.0,2.0,9.0
2,194,11.31370849898476,1564064436.337014,0.0,910.0464273870866,6.710763931274414,1653.463020549555,194.0,21035.0,1.0,6.0
9,3698,567.2718582047863,1564064436.354158,0.0,423.9218678011314,0.017143964767456,11315.935527834565,3892.0,24733.0,2.0,7.0
4,340,13.613718571108093,1564064475.05684,0.0,13.279056191361384,38.70268201828003,95.54893374710733,340.0,24733.0,1.0,7.0
2,198,28.284271247461906,1564064485.682419,0.0,0.0,10.625579118728638,31.998255925713853,198.0,15713.0,1.0,6.0
31,21578,649.5808358977283,1564064485.748022,0.0,391.2206950789599,0.0656030178070068,3018.153838326204,21776.0,37291.0,2.0,7.0
8,1381,239.03373192919864,1564064549.832798,0.0,67.35195404949818,64.08477592468262,336.7102356004199,1381.0,1381.0,1.0,1.0
113,65490,592.9255996758347,1564064550.368896,0.0,452.4110243875117,0.5360980033874512,2576.021532021856,65490.0,66871.0,1.0,2.0
48,14098,140.91931573102138,1564064550.84991,0.0,482.28988185721255,0.4810140132904053,136149.87960956007,79588.0,80969.0,2.0,3.0
2,164,11.31370849898476,1564064551.299443,0.0,0.0,0.4495329856872558,31361.436087824943,164.0,81133.0,1.0,4.0
54,32743,592.6444464450556,1564064551.3593528,0.0,575.1745592295487,0.0599098205566406,2737.4476918178925,32907.0,113876.0,2.0,5.0
38,6525,347.8414447661647,1564064552.08338,0.0,468.31764290008726,0.724027156829834,45223.441815864775,6525.0,120401.0,1.0,6.0
2,194,11.31370849898476,1564064556.582797,0.0,0.0,4.499417066574097,1450.1878584392275,194.0,120595.0,1.0,7.0
9,3698,567.2718582047863,1564064556.598498,0.0,548.41858506477,0.0157010555267334,12355.857201427378,3892.0,124293.0,2.0,8.0
2,277,96.873629022557,1564064557.66788,0.0,926.3098833543772,1.0693819522857666,3458.0721996435923,277.0,124570.0,1.0,9.0
7,1386,0.0,1564064557.8551464,0.0,478.8543371323645,0.1872663497924804,1479.1765862204184,1663.0,125956.0,2.0,10.0
4,476,54.45487428443237,1564064558.156423,0.0,60.73645253607315,0.301276683807373,4600.422384117071,476.0,126432.0,1.0,11.0
2,180,0.0,1564064558.21465,0.0,885.2976900455575,0.0582268238067626,8174.926415009356,656.0,126612.0,2.0,12.0
4,340,13.613718571108093,1564064601.710089,0.0,64.16320336974042,43.49543905258179,4.138364939422669,340.0,126952.0,1.0,13.0
2,198,28.284271247461906,1564064607.747652,0.0,54.44722215136416,6.03756308555603,56.31411136943634,198.0,127150.0,1.0,14.0
21,12073,628.8567328702067,1564064607.789927,0.0,664.0847299640525,0.0422749519348144,4683.6244853762255,12271.0,139223.0,2.0,15.0
2,194,11.31370849898476,1564064616.635308,0.0,0.0,8.845381021499634,1364.8931539133584,194.0,15124.0,1.0,8.0
13,6618,619.7787860113829,1564064616.65194,0.0,125.93949503732502,0.016632080078125,11664.205504587157,6812.0,21742.0,2.0,9.0
4,340,13.613718571108093,1564064665.0507689,0.0,37.33965720249719,48.39882874488831,136.73884619984668,340.0,19423.0,1.0,5.0
2,194,11.31370849898476,1564064676.7303169,0.0,9.192388155425116,11.679548025131226,29.110715523272997,194.0,534.0,1.0,2.0
9,3699,567.2122618561767,1564064676.758125,0.0,41.8359892915179,0.0278081893920898,6976.362152337186,3893.0,4233.0,2.0,3.0
2,198,28.284271247461906,1564064717.719844,0.0,45.96194077712559,40.96171879768372,90.3038277829584,198.0,4431.0,1.0,4.0
20,8275,539.4028740434333,1564064717.736948,0.0,522.4359215303472,0.017104148864746,11576.138723166992,8473.0,12706.0,2.0,5.0
4,340,13.613718571108093,1564064728.398293,0.0,93.53430743137336,10.6613450050354,776.1684849417856,340.0,12706.0,1.0,5.0
2,194,11.31370849898476,1564064736.803377,0.0,0.0,8.405083894729614,40.45170806839848,194.0,9007.0,1.0,4.0
9,3699,567.2122618561767,1564064736.8511,0.0,115.85994898055918,0.0477230548858642,4065.121155047086,3893.0,12706.0,2.0,5.0
